SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,STATUS
2.0,gasoline,100,104.0,9.7,27.0,1
2.0,gasoline,100,104.0,7.5,26.0,1
2.0,gasoline,100,103.0,7.5,25.0,1
2.0,gasoline,100,104.0,7.4,24.0,1
2.0,gasoline,100,103.0,6.5,23.0,1
2.0,gasoline,100,104.0,6.5,22.0,1
2.0,gasoline,100,92.0,5.6,21.0,1
2.0,gasoline,100,94.0,6.0,20.0,1
2.0,gasoline,100,91.0,7.5,19.0,1
2.0,gasoline,100,89.0,7.0,18.0,1
2.0,gasoline,100,87.0,8.5,17.0,1
2.0,gasoline,100,91.0,9.0,16.0,1
2.0,gasoline,100,90.0,9.9,15.0,1
2.0,gasoline,100,88.0,9.7,14.0,1
2.0,gasoline,100,88.0,7.8,13.0,1
2.0,gasoline,100,89.0,4.9,12.0,1
2.0,gasoline,100,88.0,4.6,11.0,1
2.0,gasoline,100,92.0,5.6,10.0,1
2.0,gasoline,100,89.0,5.2,9.0,1
2.0,gasoline,100,90.0,5.8,8.0,1
2.0,gasoline,100,89.0,7.1,7.0,1
2.0,gasoline,100,89.0,7.5,6.0,1
2.0,gasoline,100,88.0,7.0,5.0,1
2.0,gasoline,100,86.0,6.5,4.0,1
2.0,gasoline,100,85.0,3.7,3.0,1
2.0,gasoline,100,79.0,3.0,2.0,1
2.0,gasoline,100,75.0,0.0,1.0,0
2.0,gasoline,110,108.0,0.0,75.0,0
2.0,gasoline,110,96.0,0.0,72.0,0
2.0,gasoline,110,96.0,0.0,70.0,0
2.0,gasoline,110,96.0,0.0,68.0,0
2.0,gasoline,110,96.0,1.5,67.0,0
2.0,gasoline,110,96.0,1.9,66.0,0
2.0,gasoline,110,106.0,2.7,65.0,0
2.0,gasoline,110,96.0,3.7,60.0,0
2.0,gasoline,110,95.0,3.4,55.0,0
2.0,gasoline,110,108.0,4.2,52.0,0
2.0,gasoline,110,102.0,4.8,51.0,0
2.0,gasoline,110,95.0,5.0,50.0,0
2.0,gasoline,110,104.0,5.7,48.0,0
2.0,gasoline,110,105.0,6.8,47.0,0
2.0,gasoline,110,104.0,6.7,46.0,0
2.0,gasoline,110,106.0,6.8,45.0,1
2.0,gasoline,110,105.0,7.4,44.0,1
2.0,gasoline,110,106.0,7.1,42.0,1
2.0,gasoline,110,106.0,7.7,40.0,1
2.0,gasoline,110,108.0,7.8,38.0,1
2.0,gasoline,110,106.0,8.1,36.0,1
2.0,gasoline,110,107.0,8.9,35.0,1
2.0,gasoline,110,106.0,8.5,34.0,1
2.0,gasoline,110,104.0,8.7,33.0,1
2.0,gasoline,110,107.0,8.8,32.0,1
2.0,gasoline,110,106.0,10.6,30.0,1
2.0,gasoline,110,105.0,8.8,28.0,1
2.0,gasoline,110,106.0,9.3,27.0,1
2.0,gasoline,110,106.0,10.0,26.0,1
2.0,gasoline,110,104.0,8.5,25.0,1
2.0,gasoline,110,106.0,9.2,24.0,1
2.0,gasoline,110,104.0,7.3,23.0,1
2.0,gasoline,110,103.0,7.5,22.0,1
2.0,gasoline,110,92.0,6.5,21.0,1
2.0,gasoline,110,95.0,6.1,20.0,1
2.0,gasoline,110,101.0,6.5,19.0,1
2.0,gasoline,110,101.0,6.0,18.0,1
2.0,gasoline,110,100.0,7.0,17.0,1
2.0,gasoline,110,100.0,7.7,16.0,1
2.0,gasoline,110,92.0,8.5,15.0,1
2.0,gasoline,110,91.0,9.3,14.0,1
2.0,gasoline,110,89.0,6.5,13.0,1
2.0,gasoline,110,91.0,6.1,12.0,1
2.0,gasoline,110,87.0,5.2,11.0,1
2.0,gasoline,110,92.0,4.9,10.0,1
2.0,gasoline,110,90.0,5.0,9.0,1
2.0,gasoline,110,89.0,4.5,8.0,1
2.0,gasoline,110,92.0,7.0,7.0,1
2.0,gasoline,110,89.0,8.1,6.0,1
2.0,gasoline,110,89.0,7.5,5.0,1
2.0,gasoline,110,87.0,6.7,4.0,1
2.0,gasoline,110,83.0,3.7,3.0,1
2.0,gasoline,110,79.0,3.1,2.0,1
2.0,gasoline,110,74.5,0.0,1.0,0
2.0,gasoline,120,97.0,0.0,75.0,0
2.0,gasoline,120,96.0,0.0,72.0,0
2.0,gasoline,120,96.0,0.0,70.0,0
2.0,gasoline,120,96.0,0.0,68.0,0
2.0,gasoline,120,96.0,1.5,67.0,0
2.0,gasoline,120,96.0,1.9,66.0,0
2.0,gasoline,120,96.0,2.2,65.0,0
2.0,gasoline,120,95.0,3.3,60.0,0
2.0,gasoline,120,95.0,3.6,55.0,0
2.0,gasoline,120,105.0,4.8,52.0,0
2.0,gasoline,120,102.0,4.2,51.0,0
2.0,gasoline,120,103.0,5.0,50.0,0
2.0,gasoline,120,103.0,5.3,48.0,0
2.0,gasoline,120,102.0,5.2,47.0,0
2.0,gasoline,120,102.0,5.8,46.0,0
2.0,gasoline,120,101.0,4.9,45.0,1
2.0,gasoline,120,104.0,6.1,44.0,1
2.0,gasoline,120,104.0,6.7,42.0,1
2.0,gasoline,120,102.0,7.0,40.0,1
2.0,gasoline,120,105.0,7.2,38.0,1
2.0,gasoline,120,103.0,7.9,36.0,1
2.0,gasoline,120,105.0,7.8,35.0,1
2.0,gasoline,120,103.0,8.2,34.0,1
2.0,gasoline,120,103.0,8.5,33.0,1
2.0,gasoline,120,105.0,7.9,32.0,1
2.0,gasoline,120,104.0,7.7,30.0,1
2.0,gasoline,120,104.0,7.9,28.0,1
2.0,gasoline,120,106.0,7.7,27.0,1
2.0,gasoline,120,105.0,6.4,26.0,1
2.0,gasoline,120,104.0,6.3,25.0,1
2.0,gasoline,120,103.0,5.7,24.0,1
2.0,gasoline,120,104.0,5.6,23.0,1
2.0,gasoline,120,105.0,5.0,22.0,1
2.0,gasoline,120,104.0,5.7,21.0,1
2.0,gasoline,120,92.0,5.7,20.0,1
2.0,gasoline,120,104.0,6.5,19.0,1
2.0,gasoline,120,101.0,5.7,18.0,1
2.0,gasoline,120,102.0,7.9,17.0,1
2.0,gasoline,120,90.0,7.7,16.0,1
2.0,gasoline,120,101.0,8.6,15.0,1
2.0,gasoline,120,89.0,9.0,14.0,1
2.0,gasoline,120,88.0,8.3,13.0,1
2.0,gasoline,120,90.0,4.2,12.0,1
2.0,gasoline,120,89.0,4.0,11.0,1
2.0,gasoline,120,92.0,3.8,10.0,1
2.0,gasoline,120,89.0,3.9,9.0,1
2.0,gasoline,120,91.0,4.0,8.0,1
2.0,gasoline,120,87.0,7.0,7.0,1
2.0,gasoline,120,88.0,6.5,6.0,1
2.0,gasoline,120,94.0,6.0,5.0,1
2.0,gasoline,120,85.0,4.2,4.0,1
2.0,gasoline,120,84.0,2.5,3.0,1
2.0,gasoline,120,78.0,1.4,2.0,0
2.0,gasoline,120,74.5,0.0,1.0,0
2.0,gasoline,130,108.0,0.0,75.0,0
2.0,gasoline,130,96.0,0.0,72.0,0
2.0,gasoline,130,96.0,0.0,70.0,0
2.0,gasoline,130,96.0,0.0,68.0,0
2.0,gasoline,130,96.0,1.5,67.0,0
2.0,gasoline,130,96.0,1.6,66.0,0
2.0,gasoline,130,96.0,1.9,65.0,0
2.0,gasoline,130,95.0,3.4,60.0,0
2.0,gasoline,130,95.0,3.3,55.0,0
2.0,gasoline,130,105.0,3.7,52.0,0
2.0,gasoline,130,103.0,3.7,51.0,0
2.0,gasoline,130,94.0,3.8,50.0,0
2.0,gasoline,130,102.0,4.4,48.0,0
2.0,gasoline,130,99.0,5.2,47.0,0
2.0,gasoline,130,97.0,5.7,46.0,0
2.0,gasoline,130,106.0,5.7,45.0,0
2.0,gasoline,130,103.0,5.2,44.0,0
2.0,gasoline,130,99.0,5.0,42.0,0
2.0,gasoline,130,103.0,5.6,40.0,0
2.0,gasoline,130,106.0,6.4,38.0,0
2.0,gasoline,130,105.0,6.3,36.0,1
2.0,gasoline,130,105.0,5.6,35.0,1
2.0,gasoline,130,104.0,5.8,34.0,1
2.0,gasoline,130,104.0,7.0,33.0,1
2.0,gasoline,130,92.0,8.3,32.0,1
2.0,gasoline,130,96.0,7.8,30.0,1
2.0,gasoline,130,96.0,7.4,28.0,1
2.0,gasoline,130,96.0,6.3,27.0,1
2.0,gasoline,130,92.0,6.5,26.0,1
2.0,gasoline,130,96.0,6.1,25.0,1
2.0,gasoline,130,96.0,4.8,24.0,1
2.0,gasoline,130,96.0,4.2,23.0,1
2.0,gasoline,130,96.0,4.2,22.0,1
2.0,gasoline,130,92.0,3.7,21.0,1
2.0,gasoline,130,92.0,4.2,20.0,1
2.0,gasoline,130,92.0,5.0,19.0,1
2.0,gasoline,130,89.0,5.3,18.0,1
2.0,gasoline,130,90.0,5.6,17.0,1
2.0,gasoline,130,92.0,4.4,16.0,1
2.0,gasoline,130,89.0,4.5,15.0,1
2.0,gasoline,130,91.0,6.8,14.0,1
2.0,gasoline,130,91.0,5.6,13.0,1
2.0,gasoline,130,92.0,5.0,12.0,1
2.0,gasoline,130,92.0,4.6,11.0,1
2.0,gasoline,130,91.0,4.0,10.0,1
2.0,gasoline,130,90.0,3.3,9.0,1
2.0,gasoline,130,88.0,3.8,8.0,1
2.0,gasoline,130,88.0,5.3,7.0,1
2.0,gasoline,130,86.0,4.9,6.0,1
2.0,gasoline,130,86.0,4.5,5.0,1
2.0,gasoline,130,86.0,5.0,4.0,1
2.0,gasoline,130,86.0,3.4,3.0,1
2.0,gasoline,130,80.0,2.3,2.0,0
2.0,gasoline,130,74.5,0.0,1.0,0
2.0,gasoline,140,96.0,0.0,75.0,0
2.0,gasoline,140,109.0,0.0,72.0,0
2.0,gasoline,140,96.0,0.0,70.0,0
2.0,gasoline,140,96.0,0.0,68.0,0
2.0,gasoline,140,96.0,0.8,67.0,0
2.0,gasoline,140,95.0,1.3,66.0,0
2.0,gasoline,140,96.0,1.7,65.0,0
2.0,gasoline,140,95.0,2.8,60.0,0
2.0,gasoline,140,107.0,2.3,55.0,0
2.0,gasoline,140,94.0,3.3,52.0,0
2.0,gasoline,140,102.0,3.7,51.0,0
2.0,gasoline,140,95.0,3.4,50.0,0
2.0,gasoline,140,104.0,4.4,48.0,0
2.0,gasoline,140,93.0,4.3,47.0,0
2.0,gasoline,140,92.0,4.8,46.0,0
2.0,gasoline,140,93.0,4.6,45.0,0
2.0,gasoline,140,96.0,4.6,44.0,0
2.0,gasoline,140,105.0,4.0,42.0,0
2.0,gasoline,140,92.0,4.5,40.0,0
2.0,gasoline,140,102.0,5.4,38.0,0
2.0,gasoline,140,106.0,4.3,36.0,0
2.0,gasoline,140,94.0,5.2,35.0,0
2.0,gasoline,140,102.0,5.2,34.0,0
2.0,gasoline,140,93.0,5.6,33.0,0
2.0,gasoline,140,93.0,5.4,32.0,0
2.0,gasoline,140,93.0,5.7,30.0,0
2.0,gasoline,140,92.0,5.3,28.0,1
2.0,gasoline,140,92.0,6.0,27.0,1
2.0,gasoline,140,92.0,6.4,26.0,1
2.0,gasoline,140,94.0,5.7,25.0,1
2.0,gasoline,140,91.0,5.2,24.0,1
2.0,gasoline,140,91.0,4.3,23.0,1
2.0,gasoline,140,94.0,4.2,22.0,1
2.0,gasoline,140,91.0,4.0,21.0,1
2.0,gasoline,140,92.0,4.2,20.0,1
2.0,gasoline,140,90.0,4.5,19.0,1
2.0,gasoline,140,92.0,5.3,18.0,1
2.0,gasoline,140,86.0,5.4,17.0,1
2.0,gasoline,140,92.0,5.2,16.0,1
2.0,gasoline,140,89.0,5.6,15.0,1
2.0,gasoline,140,92.0,6.0,14.0,1
2.0,gasoline,140,89.0,5.0,13.0,1
2.0,gasoline,140,93.0,3.7,12.0,1
2.0,gasoline,140,88.0,2.3,11.0,1
2.0,gasoline,140,90.0,3.2,10.0,1
2.0,gasoline,140,90.0,2.7,9.0,1
2.0,gasoline,140,90.0,2.9,8.0,1
2.0,gasoline,140,89.0,4.4,7.0,1
2.0,gasoline,140,87.0,4.5,6.0,1
2.0,gasoline,140,87.0,4.8,5.0,1
2.0,gasoline,140,87.0,4.8,4.0,1
2.0,gasoline,140,86.0,4.6,3.0,1
2.0,gasoline,140,82.0,2.1,2.0,0
2.0,gasoline,140,74.5,0.0,1.0,0
2.0,gasoline,150,97.0,0.0,75.0,0
2.0,gasoline,150,96.0,0.0,72.0,0
2.0,gasoline,150,105.0,0.0,70.0,0
2.0,gasoline,150,96.0,0.0,68.0,0
2.0,gasoline,150,96.0,0.0,67.0,0
2.0,gasoline,150,96.0,1.0,66.0,0
2.0,gasoline,150,96.0,1.4,65.0,0
2.0,gasoline,150,95.0,2.2,60.0,0
2.0,gasoline,150,95.0,2.0,55.0,0
2.0,gasoline,150,95.0,3.2,52.0,0
2.0,gasoline,150,95.0,2.8,51.0,0
2.0,gasoline,150,94.0,3.1,50.0,0
2.0,gasoline,150,102.0,3.7,48.0,0
2.0,gasoline,150,94.0,3.8,47.0,0
2.0,gasoline,150,93.0,3.7,46.0,0
2.0,gasoline,150,94.0,4.0,45.0,0
2.0,gasoline,150,96.0,4.2,44.0,0
2.0,gasoline,150,105.0,4.3,42.0,0
2.0,gasoline,150,93.0,4.4,40.0,0
2.0,gasoline,150,103.0,4.2,38.0,0
2.0,gasoline,150,105.0,4.3,36.0,0
2.0,gasoline,150,93.0,4.8,35.0,0
2.0,gasoline,150,92.0,4.5,34.0,0
2.0,gasoline,150,93.0,4.5,33.0,0
2.0,gasoline,150,96.0,5.3,32.0,0
2.0,gasoline,150,89.0,5.6,30.0,0
2.0,gasoline,150,92.0,5.0,28.0,0
2.0,gasoline,150,93.0,5.6,27.0,0
2.0,gasoline,150,93.0,5.8,26.0,1
2.0,gasoline,150,92.0,4.8,25.0,1
2.0,gasoline,150,92.0,4.5,24.0,1
2.0,gasoline,150,91.0,4.3,23.0,1
2.0,gasoline,150,93.0,4.0,22.0,1
2.0,gasoline,150,90.0,3.7,21.0,1
2.0,gasoline,150,90.0,3.7,20.0,1
2.0,gasoline,150,89.0,3.4,19.0,1
2.0,gasoline,150,92.0,3.3,18.0,1
2.0,gasoline,150,86.0,4.5,17.0,1
2.0,gasoline,150,92.0,4.9,16.0,1
2.0,gasoline,150,90.0,6.0,15.0,1
2.0,gasoline,150,93.0,6.3,14.0,1
2.0,gasoline,150,89.0,4.4,13.0,1
2.0,gasoline,150,93.0,2.7,12.0,1
2.0,gasoline,150,90.0,2.3,11.0,1
2.0,gasoline,150,91.0,2.8,10.0,1
2.0,gasoline,150,91.0,2.3,9.0,1
2.0,gasoline,150,91.0,2.8,8.0,1
2.0,gasoline,150,89.0,3.1,7.0,1
2.0,gasoline,150,88.0,4.3,6.0,1
2.0,gasoline,150,85.0,4.8,5.0,1
2.0,gasoline,150,86.0,5.2,4.0,1
2.0,gasoline,150,85.0,3.7,3.0,0
2.0,gasoline,150,79.0,2.2,2.0,0
2.0,gasoline,150,74.5,0.0,1.0,0
2.0,gasoline,160,97.0,0.0,75.0,0
2.0,gasoline,160,97.0,0.0,72.0,0
2.0,gasoline,160,96.0,0.0,70.0,0
2.0,gasoline,160,96.0,0.0,68.0,0
2.0,gasoline,160,96.0,0.0,67.0,0
2.0,gasoline,160,96.0,1.0,66.0,0
2.0,gasoline,160,105.0,1.5,65.0,0
2.0,gasoline,160,95.0,2.5,60.0,0
2.0,gasoline,160,94.0,1.9,55.0,0
2.0,gasoline,160,94.0,2.7,52.0,0
2.0,gasoline,160,101.0,2.7,51.0,0
2.0,gasoline,160,93.0,2.8,50.0,0
2.0,gasoline,160,102.0,2.7,48.0,0
2.0,gasoline,160,94.0,3.3,47.0,0
2.0,gasoline,160,94.0,3.6,46.0,0
2.0,gasoline,160,95.0,3.9,45.0,0
2.0,gasoline,160,97.0,3.4,44.0,0
2.0,gasoline,160,105.0,3.7,42.0,0
2.0,gasoline,160,95.0,4.0,40.0,0
2.0,gasoline,160,102.0,4.2,38.0,0
2.0,gasoline,160,105.0,4.4,36.0,0
2.0,gasoline,160,95.0,4.4,35.0,0
2.0,gasoline,160,91.0,4.8,34.0,0
2.0,gasoline,160,93.0,5.3,33.0,0
2.0,gasoline,160,93.0,5.8,32.0,0
2.0,gasoline,160,94.0,6.0,30.0,0
2.0,gasoline,160,92.0,6.3,28.0,0
2.0,gasoline,160,94.0,6.5,27.0,0
2.0,gasoline,160,92.0,5.2,26.0,0
2.0,gasoline,160,93.0,4.9,25.0,0
2.0,gasoline,160,92.0,5.7,24.0,1
2.0,gasoline,160,92.0,4.2,23.0,1
2.0,gasoline,160,92.0,3.4,22.0,1
2.0,gasoline,160,90.0,3.2,21.0,1
2.0,gasoline,160,91.0,3.3,20.0,1
2.0,gasoline,160,91.0,3.9,19.0,1
2.0,gasoline,160,93.0,3.9,18.0,1
2.0,gasoline,160,87.0,4.0,17.0,1
2.0,gasoline,160,92.0,3.4,16.0,1
2.0,gasoline,160,90.0,4.4,15.0,1
2.0,gasoline,160,93.0,5.6,14.0,1
2.0,gasoline,160,90.0,4.0,13.0,1
2.0,gasoline,160,93.0,2.3,12.0,1
2.0,gasoline,160,91.0,2.2,11.0,1
2.0,gasoline,160,91.0,2.2,10.0,1
2.0,gasoline,160,91.0,2.1,9.0,1
2.0,gasoline,160,91.0,2.7,8.0,1
2.0,gasoline,160,90.0,2.9,7.0,1
2.0,gasoline,160,89.0,3.7,6.0,1
2.0,gasoline,160,88.0,3.2,5.0,1
2.0,gasoline,160,86.0,3.3,4.0,1
2.0,gasoline,160,84.0,3.1,3.0,0
2.0,gasoline,160,78.0,1.4,2.0,0
2.0,gasoline,160,74.5,0.0,1.0,0
2.0,gasoline,170,102.0,0.0,75.0,0
2.0,gasoline,170,97.0,0.0,72.0,0
2.0,gasoline,170,108.0,0.0,70.0,0
2.0,gasoline,170,96.0,0.0,68.0,0
2.0,gasoline,170,96.0,0.0,67.0,0
2.0,gasoline,170,96.0,0.0,66.0,0
2.0,gasoline,170,105.0,1.3,65.0,0
2.0,gasoline,170,95.0,2.2,60.0,0
2.0,gasoline,170,94.0,1.7,55.0,0
2.0,gasoline,170,94.0,2.3,52.0,0
2.0,gasoline,170,100.0,2.3,51.0,0
2.0,gasoline,170,94.0,2.7,50.0,0
2.0,gasoline,170,101.0,2.8,48.0,0
2.0,gasoline,170,95.0,3.2,47.0,0
2.0,gasoline,170,95.0,3.2,46.0,0
2.0,gasoline,170,96.0,3.4,45.0,0
2.0,gasoline,170,97.0,3.6,44.0,0
2.0,gasoline,170,106.0,3.4,42.0,0
2.0,gasoline,170,96.0,3.2,40.0,0
2.0,gasoline,170,101.0,3.4,38.0,0
2.0,gasoline,170,103.0,3.4,36.0,0
2.0,gasoline,170,95.0,3.7,35.0,0
2.0,gasoline,170,92.0,4.0,34.0,0
2.0,gasoline,170,93.0,4.2,33.0,0
2.0,gasoline,170,94.0,3.7,32.0,0
2.0,gasoline,170,94.0,3.7,30.0,0
2.0,gasoline,170,93.0,4.2,28.0,0
2.0,gasoline,170,97.0,4.4,27.0,0
2.0,gasoline,170,96.0,4.6,26.0,0
2.0,gasoline,170,94.0,4.2,25.0,0
2.0,gasoline,170,94.0,4.3,24.0,0
2.0,gasoline,170,92.0,4.2,23.0,0
2.0,gasoline,170,92.0,3.8,22.0,0
2.0,gasoline,170,91.0,3.7,21.0,0
2.0,gasoline,170,92.0,3.9,20.0,0
2.0,gasoline,170,92.0,3.6,19.0,0
2.0,gasoline,170,93.0,3.6,18.0,0
2.0,gasoline,170,88.0,4.2,17.0,0
2.0,gasoline,170,94.0,3.3,16.0,1
2.0,gasoline,170,88.0,3.1,15.0,1
2.0,gasoline,170,92.0,3.3,14.0,1
2.0,gasoline,170,91.0,2.8,13.0,0
2.0,gasoline,170,93.0,2.2,12.0,0
2.0,gasoline,170,92.0,1.3,11.0,0
2.0,gasoline,170,91.0,2.0,10.0,0
2.0,gasoline,170,91.0,2.1,9.0,0
2.0,gasoline,170,91.0,2.2,8.0,0
2.0,gasoline,170,91.0,2.0,7.0,0
2.0,gasoline,170,86.0,3.1,6.0,0
2.0,gasoline,170,85.0,3.3,5.0,0
2.0,gasoline,170,84.0,3.6,4.0,0
2.0,gasoline,170,83.0,2.0,3.0,0
2.0,gasoline,170,78.0,1.4,2.0,0
2.0,gasoline,170,76.0,0.0,1.0,0
2.0,gasoline,180,104.0,0.0,75.0,0
2.0,gasoline,180,97.0,0.0,72.0,0
2.0,gasoline,180,96.0,0.0,70.0,0
2.0,gasoline,180,97.0,0.0,68.0,0
2.0,gasoline,180,96.0,0.0,67.0,0
2.0,gasoline,180,104.0,0.0,66.0,0
2.0,gasoline,180,105.0,1.1,65.0,0
2.0,gasoline,180,95.0,2.1,60.0,0
2.0,gasoline,180,95.0,1.5,55.0,0
2.0,gasoline,180,103.0,2.5,52.0,0
2.0,gasoline,180,102.0,2.5,51.0,0
2.0,gasoline,180,95.0,2.7,50.0,0
2.0,gasoline,180,95.0,2.7,48.0,0
2.0,gasoline,180,94.0,2.5,47.0,0
2.0,gasoline,180,94.0,2.6,46.0,0
2.0,gasoline,180,92.0,3.1,45.0,0
2.0,gasoline,180,101.0,3.1,44.0,0
2.0,gasoline,180,101.0,3.2,42.0,0
2.0,gasoline,180,94.0,3.4,40.0,0
2.0,gasoline,180,97.0,2.9,38.0,0
2.0,gasoline,180,102.0,3.6,36.0,0
2.0,gasoline,180,93.0,3.4,35.0,0
2.0,gasoline,180,93.0,3.6,34.0,0
2.0,gasoline,180,93.0,4.0,33.0,0
2.0,gasoline,180,93.0,3.9,32.0,0
2.0,gasoline,180,92.0,3.8,30.0,0
2.0,gasoline,180,94.0,3.8,28.0,0
2.0,gasoline,180,98.0,3.7,27.0,0
2.0,gasoline,180,95.0,3.8,26.0,0
2.0,gasoline,180,96.0,3.9,25.0,0
2.0,gasoline,180,93.0,3.6,24.0,0
2.0,gasoline,180,92.0,3.2,23.0,0
2.0,gasoline,180,91.0,3.2,22.0,0
2.0,gasoline,180,91.0,2.9,21.0,0
2.0,gasoline,180,91.0,3.2,20.0,0
2.0,gasoline,180,91.0,2.5,19.0,0
2.0,gasoline,180,92.0,4.4,18.0,0
2.0,gasoline,180,89.0,3.4,17.0,0
2.0,gasoline,180,102.0,3.2,16.0,0
2.0,gasoline,180,88.0,3.6,15.0,1
2.0,gasoline,180,92.0,3.3,14.0,0
2.0,gasoline,180,90.0,2.9,13.0,0
2.0,gasoline,180,93.0,2.2,12.0,0
2.0,gasoline,180,92.0,1.7,11.0,0
2.0,gasoline,180,92.0,2.2,10.0,0
2.0,gasoline,180,92.0,2.2,9.0,0
2.0,gasoline,180,91.0,2.1,8.0,0
2.0,gasoline,180,90.0,2.8,7.0,0
2.0,gasoline,180,88.0,3.3,6.0,0
2.0,gasoline,180,87.0,2.8,5.0,0
2.0,gasoline,180,85.0,1.6,4.0,0
2.0,gasoline,180,83.0,1.6,3.0,0
2.0,gasoline,180,80.0,1.4,2.0,0
2.0,gasoline,180,74.5,0.0,1.0,0
2.0,gasoline,190,104.0,0.0,75.0,0
2.0,gasoline,190,105.0,0.0,72.0,0
2.0,gasoline,190,96.0,0.0,70.0,0
2.0,gasoline,190,96.0,0.0,68.0,0
2.0,gasoline,190,96.0,0.0,67.0,0
2.0,gasoline,190,96.0,0.0,66.0,0
2.0,gasoline,190,96.0,1.0,65.0,0
2.0,gasoline,190,95.0,2.1,60.0,0
2.0,gasoline,190,94.0,1.6,55.0,0
2.0,gasoline,190,94.0,2.5,52.0,0
2.0,gasoline,190,102.0,2.5,51.0,0
2.0,gasoline,190,102.0,2.6,50.0,0
2.0,gasoline,190,93.0,2.3,48.0,0
2.0,gasoline,190,94.0,2.6,47.0,0
2.0,gasoline,190,102.0,2.6,46.0,0
2.0,gasoline,190,93.0,2.5,45.0,0
2.0,gasoline,190,97.0,2.8,44.0,0
2.0,gasoline,190,103.0,3.2,42.0,0
2.0,gasoline,190,94.0,2.9,40.0,0
2.0,gasoline,190,96.0,2.9,38.0,0
2.0,gasoline,190,100.0,2.7,36.0,0
2.0,gasoline,190,93.0,2.7,35.0,0
2.0,gasoline,190,95.0,2.9,34.0,0
2.0,gasoline,190,95.0,2.2,33.0,0
2.0,gasoline,190,92.0,2.6,32.0,0
2.0,gasoline,190,94.0,2.2,30.0,0
2.0,gasoline,190,97.0,2.6,28.0,0
2.0,gasoline,190,100.0,3.2,27.0,0
2.0,gasoline,190,96.0,2.9,26.0,0
2.0,gasoline,190,102.0,2.9,25.0,0
2.0,gasoline,190,94.0,3.1,24.0,0
2.0,gasoline,190,93.0,3.2,23.0,0
2.0,gasoline,190,90.0,2.9,22.0,0
2.0,gasoline,190,90.0,2.6,21.0,0
2.0,gasoline,190,91.0,2.5,20.0,0
2.0,gasoline,190,92.0,2.0,19.0,0
2.0,gasoline,190,92.0,2.3,18.0,0
2.0,gasoline,190,92.0,2.7,17.0,0
2.0,gasoline,190,96.0,2.6,16.0,0
2.0,gasoline,180,90.0,3.6,15.0,1
2.0,gasoline,190,94.0,2.9,14.0,0
2.0,gasoline,190,91.0,3.3,13.0,0
2.0,gasoline,190,93.0,2.0,12.0,0
2.0,gasoline,190,92.0,1.4,11.0,0
2.0,gasoline,190,91.0,1.6,10.0,0
2.0,gasoline,190,92.0,2.0,9.0,0
2.0,gasoline,190,91.0,1.9,8.0,0
2.0,gasoline,190,91.0,1.6,7.0,0
2.0,gasoline,190,87.0,2.5,6.0,0
2.0,gasoline,190,86.0,2.2,5.0,0
2.0,gasoline,190,84.0,2.0,4.0,0
2.0,gasoline,190,80.0,1.5,3.0,0
2.0,gasoline,190,76.0,0.4,2.0,0
2.0,gasoline,190,74.5,0.0,1.0,0
3.0,gasoline,20,96.0,0.0,75.0,0
3.0,gasoline,20,96.0,0.0,72.0,0
3.0,gasoline,10,96.0,2.6,69.0,1
3.0,gasoline,10,96.0,3.2,68.0,1
3.0,gasoline,10,109.0,4.5,67.0,1
3.0,gasoline,10,109.0,7.8,66.0,1
3.0,gasoline,10,103.0,9.7,65.0,1
3.0,gasoline,10,95.0,12.0,60.0,1
3.0,gasoline,10,102.0,13.3,55.0,1
3.0,gasoline,10,93.0,15.4,52.0,1
3.0,gasoline,10,93.0,15.1,51.0,1
3.0,gasoline,10,95.0,15.2,50.0,1
3.0,gasoline,10,110.0,15.4,48.0,1
3.0,gasoline,10,111.0,15.2,47.0,1
3.0,gasoline,10,109.0,15.4,46.0,1
3.0,gasoline,10,105.0,15.2,45.0,1
3.0,gasoline,10,111.0,16.0,44.0,1
3.0,gasoline,10,110.0,15.7,42.0,1
3.0,gasoline,10,106.0,15.4,40.0,1
3.0,gasoline,10,111.0,15.5,38.0,1
3.0,gasoline,10,110.0,15.2,36.0,1
3.0,gasoline,10,103.0,14.9,35.0,1
3.0,gasoline,10,109.0,14.9,34.0,1
3.0,gasoline,10,108.0,14.9,33.0,1
3.0,gasoline,10,110.0,15.1,32.0,1
3.0,gasoline,10,109.0,17.0,30.0,1
3.0,gasoline,10,108.0,15.5,28.0,1
3.0,gasoline,10,108.0,15.4,27.0,1
3.0,gasoline,10,107.0,15.5,26.0,1
3.0,gasoline,10,109.0,16.6,25.0,1
3.0,gasoline,10,108.0,15.2,24.0,1
3.0,gasoline,10,108.0,15.4,23.0,1
3.0,gasoline,10,108.0,15.4,22.0,1
3.0,gasoline,10,109.0,15.2,21.0,1
3.0,gasoline,10,108.0,15.7,20.0,1
3.0,gasoline,10,108.0,15.2,19.0,1
3.0,gasoline,10,106.0,15.1,18.0,1
3.0,gasoline,10,105.0,14.5,17.0,1
3.0,gasoline,10,105.0,13.8,16.0,1
3.0,gasoline,10,106.0,14.4,15.0,1
3.0,gasoline,10,106.0,12.3,14.0,1
3.0,gasoline,10,93.0,11.9,13.0,1
3.0,gasoline,10,90.0,11.9,12.0,1
3.0,gasoline,10,92.0,12.5,11.0,1
3.0,gasoline,10,105.0,13.8,10.0,1
